date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:05:01	120318/120318	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Nov%202014%2007:21:18%20GMT	http://www.themestarz.net/html/universo/assets/img/image-04.jpg	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/image-04.jpg	(from http://www.themestarz.net/html/universo/index2.html)
01:05:12	119590/119590	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Nov%202014%2007:21:21%20GMT	http://www.themestarz.net/html/universo/assets/img/image-05.jpg	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/image-05.jpg	(from http://www.themestarz.net/html/universo/index2.html)
01:05:18	120092/120092	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Nov%202014%2007:21:24%20GMT	http://www.themestarz.net/html/universo/assets/img/image-06.jpg	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/image-06.jpg	(from http://www.themestarz.net/html/universo/index2.html)
01:05:20	119478/119478	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Nov%202014%2007:21:28%20GMT	http://www.themestarz.net/html/universo/assets/img/image-07.jpg	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/image-07.jpg	(from http://www.themestarz.net/html/universo/index2.html)
01:05:31	119089/119089	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Nov%202014%2007:21:30%20GMT	http://www.themestarz.net/html/universo/assets/img/image-08.jpg	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/image-08.jpg	(from http://www.themestarz.net/html/universo/index2.html)
01:05:38	120770/120770	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Nov%202014%2007:21:34%20GMT	http://www.themestarz.net/html/universo/assets/img/image-09.jpg	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/image-09.jpg	(from http://www.themestarz.net/html/universo/index2.html)
01:05:40	122009/122009	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Nov%202014%2007:21:37%20GMT	http://www.themestarz.net/html/universo/assets/img/image-10.jpg	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/image-10.jpg	(from http://www.themestarz.net/html/universo/index2.html)
01:05:51	118910/118910	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Nov%202014%2007:21:40%20GMT	http://www.themestarz.net/html/universo/assets/img/image-11.jpg	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/image-11.jpg	(from http://www.themestarz.net/html/universo/index2.html)
01:05:57	116449/116449	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Nov%202014%2007:21:42%20GMT	http://www.themestarz.net/html/universo/assets/img/image-12.jpg	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/image-12.jpg	(from http://www.themestarz.net/html/universo/index2.html)
01:05:57	34007/34007	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Nov%202014%2007:21:47%20GMT	http://www.themestarz.net/html/universo/assets/img/image-14.jpg	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/image-14.jpg	(from http://www.themestarz.net/html/universo/index2.html)
01:05:58	5839/5839	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Nov%202014%2007:21:56%20GMT	http://www.themestarz.net/html/universo/assets/img/logo-partner-01.png	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/logo-partner-01.png	(from http://www.themestarz.net/html/universo/index2.html)
01:05:59	6084/6084	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Nov%202014%2007:21:57%20GMT	http://www.themestarz.net/html/universo/assets/img/logo-partner-02.png	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/logo-partner-02.png	(from http://www.themestarz.net/html/universo/index2.html)
01:05:59	119621/119621	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Nov%202014%2007:21:46%20GMT	http://www.themestarz.net/html/universo/assets/img/image-13.jpg	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/image-13.jpg	(from http://www.themestarz.net/html/universo/index2.html)
01:05:59	4720/4720	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Nov%202014%2007:21:58%20GMT	http://www.themestarz.net/html/universo/assets/img/logo-partner-03.png	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/logo-partner-03.png	(from http://www.themestarz.net/html/universo/index2.html)
01:06:00	6579/6579	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Nov%202014%2007:21:59%20GMT	http://www.themestarz.net/html/universo/assets/img/logo-partner-04.png	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/logo-partner-04.png	(from http://www.themestarz.net/html/universo/index2.html)
01:06:00	5106/5106	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Nov%202014%2007:21:59%20GMT	http://www.themestarz.net/html/universo/assets/img/logo-partner-05.png	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/logo-partner-05.png	(from http://www.themestarz.net/html/universo/index2.html)
01:06:00	5055/5055	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Nov%202014%2007:22:00%20GMT	http://www.themestarz.net/html/universo/assets/img/logo-white.png	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/img/logo-white.png	(from http://www.themestarz.net/html/universo/index2.html)
01:06:01	7199/7199	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Nov%202014%2007:22:58%20GMT	http://www.themestarz.net/html/universo/assets/js/jquery-migrate-1.2.1.min.js	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/js/jquery-migrate-1.2.1.min.js	(from http://www.themestarz.net/html/universo/index2.html)
01:06:05	29110/29110	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Nov%202014%2007:18:27%20GMT	http://www.themestarz.net/html/universo/assets/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/bootstrap/js/bootstrap.min.js	(from http://www.themestarz.net/html/universo/index2.html)
01:06:08	37685/37685	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Nov%202014%2007:23:12%20GMT	http://www.themestarz.net/html/universo/assets/js/selectize.min.js	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/js/selectize.min.js	(from http://www.themestarz.net/html/universo/index2.html)
01:06:08	14916/14916	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Nov%202014%2007:23:09%20GMT	http://www.themestarz.net/html/universo/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/js/owl.carousel.min.js	(from http://www.themestarz.net/html/universo/index2.html)
01:06:10	5291/5291	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Nov%202014%2007:23:04%20GMT	http://www.themestarz.net/html/universo/assets/js/jquery.placeholder.js	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/js/jquery.placeholder.js	(from http://www.themestarz.net/html/universo/index2.html)
01:06:10	2360/2360	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Nov%202014%2007:22:59%20GMT	http://www.themestarz.net/html/universo/assets/js/jQuery.equalHeights.js	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/js/jQuery.equalHeights.js	(from http://www.themestarz.net/html/universo/index2.html)
01:06:12	4931/4931	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Nov%202014%2007:22:51%20GMT	http://www.themestarz.net/html/universo/assets/js/icheck.min.js	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/js/icheck.min.js	(from http://www.themestarz.net/html/universo/index2.html)
01:06:12	21068/21068	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Nov%202014%2007:23:07%20GMT	http://www.themestarz.net/html/universo/assets/js/jquery.validate.min.js	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/js/jquery.validate.min.js	(from http://www.themestarz.net/html/universo/index2.html)
01:06:12	83615/83615	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Nov%202014%2007:22:57%20GMT	http://www.themestarz.net/html/universo/assets/js/jquery-2.1.0.min.js	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/js/jquery-2.1.0.min.js	(from http://www.themestarz.net/html/universo/index2.html)
01:06:12	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Aug%202021%2005:14:45%20GMT	http://www.themestarz.net/html/universo/assetss/js/retina-1.1.0.min.js	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assetss/js/retina-1.1.0.min.js	(from http://www.themestarz.net/html/universo/index2.html)
01:06:13	11447/11447	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Nov%202014%2007:23:08%20GMT	http://www.themestarz.net/html/universo/assets/js/jquery.vanillabox-0.1.5.min.js	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/js/jquery.vanillabox-0.1.5.min.js	(from http://www.themestarz.net/html/universo/index2.html)
01:06:14	8003/8003	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Nov%202014%2007:22:47%20GMT	http://www.themestarz.net/html/universo/assets/js/custom.js	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/js/custom.js	(from http://www.themestarz.net/html/universo/index2.html)
01:06:19	38205/38205	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Nov%202014%2007:18:57%20GMT	http://www.themestarz.net/html/universo/assets/fonts/fontawesome-webfont.eot?v=4.0.3	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/fonts/fontawesome-webfontba72.eot	(from http://www.themestarz.net/html/universo/assets/css/font-awesome.css)
01:06:20	38205/38205	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Nov%202014%2007:18:57%20GMT	http://www.themestarz.net/html/universo/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/fonts/fontawesome-webfontd41d.eot	(from http://www.themestarz.net/html/universo/assets/css/font-awesome.css)
01:06:23	44432/44432	---M--	200	added ('OK')	font/woff	date:Tue,%2011%20Nov%202014%2007:19:05%20GMT	http://www.themestarz.net/html/universo/assets/fonts/fontawesome-webfont.woff?v=4.0.3	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/fonts/fontawesome-webfontba72.woff	(from http://www.themestarz.net/html/universo/assets/css/font-awesome.css)
01:06:23	202148/202148	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2011%20Nov%202014%2007:19:01%20GMT	http://www.themestarz.net/html/universo/assets/fonts/fontawesome-webfont.svg?v=4.0.3	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/fonts/fontawesome-webfontba72.svg	(from http://www.themestarz.net/html/universo/assets/css/font-awesome.css)
01:06:27	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Nov%202014%2007:18:18%20GMT	http://www.themestarz.net/html/universo/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://www.themestarz.net/html/universo/assets/bootstrap/css/bootstrap.css)
01:06:28	23320/23320	---M--	200	added ('OK')	font/woff	date:Tue,%2011%20Nov%202014%2007:18:22%20GMT	http://www.themestarz.net/html/universo/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://www.themestarz.net/html/universo/assets/bootstrap/css/bootstrap.css)
01:06:31	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Nov%202014%2007:18:18%20GMT	http://www.themestarz.net/html/universo/assets/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://www.themestarz.net/html/universo/assets/bootstrap/css/bootstrap.css)
01:06:32	62927/62927	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2011%20Nov%202014%2007:18:20%20GMT	http://www.themestarz.net/html/universo/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/univercityAdd/www.themestarz.net/html/universo/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://www.themestarz.net/html/universo/assets/bootstrap/css/bootstrap.css)
